"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-619",3.87876904699993,1.49690779719772,1.37538256894571,0.185631457247074,0.903368131893773,-10.2725183677971
"kshv-miR-K12-12",2.94681424599994,1.144879724327,1.37468919038833,0.185842762828283,0.903368131893773,-10.2734296920439
"hsa-miR-206",7.40693155499987,3.74948410779468,1.370088260247,0.187249770223672,0.904219285159048,-10.279467339648
"hsa-miR-574-5p",3.96680220599993,2.98908550047909,1.36120066419827,0.189991798684661,0.911463923101577,-10.2910835509747
"hsa-miR-330-5p",2.74640857899997,1.45808544612548,1.35129308708998,0.193086186728881,0.92029390298051,-10.3039601260441
"hsa-miR-518f",5.5144519789999,2.86327529606464,1.34049314482583,0.196504838205754,0.922842744130455,-10.3179087154257
"hsa-miR-152",3.12274653099995,1.37622978520532,1.338254537276,0.197219431683223,0.922842744130455,-10.3207884807196
"hsa-miR-1297",-6.08250195499989,3.01596191209886,-1.33771241486234,0.197392794044253,0.922842744130455,-10.3214852772513
"hsa-miR-106a+hsa-miR-17",4.98268257699992,5.13285838869962,1.33070741271074,0.199643767926502,0.925084668971195,-10.3304680059524
"hsa-miR-626",3.97365219899993,1.48734051806464,1.32838968233764,0.20039300049921,0.925084668971195,-10.3334315543117
"hsa-miR-203",5.87554530199991,4.8913236023308,1.31689612425471,0.204141320653278,0.936498308496912,-10.3480647192621
"hsv1-miR-H4-5p",1.80824038299996,1.78785215811027,1.30574307564301,0.207831219265106,0.947503819506757,-10.3621637872545
"hsa-miR-1537",3.27953750699993,1.76664099481749,1.29741158876732,0.210621672083897,0.950411605809386,-10.3726310718323
"hsa-miR-561",3.27953750699995,1.52961005408365,1.29282724651283,0.212169579115125,0.950411605809386,-10.3783668628293
"hcmv-miR-US5-2",3.77720355999993,2.50533607427376,1.29029879816085,0.213027114362765,0.950411605809386,-10.38152314938
"hsa-miR-143",6.12218987999992,6.15088659848289,1.288471945272,0.21364838550211,0.950411605809386,-10.3838004240846
"hsa-miR-1299",2.23586355499998,1.36494282534601,1.27801884248004,0.217230518041433,0.960525302665131,-10.3967790164527
"hsa-miR-525-3p",1.43853007399998,0.300061247365019,1.26155786963466,0.222966112555558,0.979982794106465,-10.4170375493898
"hsa-miR-570",3.42094660399993,1.05406282894297,1.25207430229934,0.226323458810103,0.984677710776245,-10.4286088324675
"hsa-miR-1290",-1.79798644399998,5.06156829125856,-1.25096882540573,0.226717347576547,0.984677710776245,-10.4299528872105
"hsa-miR-320c",7.91627626299985,5.81968055411787,1.23084285988215,0.233981259724293,1,-10.4542470421068
"hsa-miR-484",4.89289833999993,3.69437244055894,1.22878113741118,0.234735367338035,1,-10.4567169345838
"hsa-miR-146b-5p",4.12479752899995,4.25607778634221,1.20533247355449,0.243443678835213,1,-10.4845602283504
"hsa-miR-496",5.23689229399989,3.2732892769962,1.20219726065945,0.244626447699283,1,-10.488248395859
"hsa-let-7f",2.66864140099997,9.62350884773764,1.201325851467,0.244955964559916,1,-10.4892720388082
"hsa-miR-34b",4.06267830299996,0.501404255711027,1.19459845117115,0.24751124703786,1,-10.4971533588194
"hsa-miR-574-3p",4.73933214099991,2.22420112294677,1.18838293308112,0.249890024987346,1,-10.5044013443382
"hsa-miR-34c-3p",6.102457535,1.00928706391635,1.17846116588015,0.253723040159189,1,-10.5159040575538
"hsa-miR-99a",1.47439447499999,9.10060090386692,1.15810401331728,0.261726023868018,1,-10.5392451503839
"hsa-miR-181a",4.20188715499994,8.50400185269582,1.15367198896543,0.263493190104481,1,-10.5442803108335
"hsa-miR-523",-1.91325329199996,0.597624820079848,-1.15231847197331,0.264034647858915,1,-10.5458146967479
"hsa-miR-375",5.94744280799985,1.21873300353992,1.14951431230345,0.265159062073635,1,-10.5489886164124
"hsa-miR-449b",3.27953750699996,1.31604251745247,1.14789262044755,0.265810958752804,1,-10.5508210930002
"hsa-miR-423-5p",2.16056005399996,7.84018722237262,1.14771022465586,0.265884353968192,1,-10.5510270562088
"hsa-miR-342-3p",2.52932628599998,8.64657076538783,1.14474381958044,0.267080144476932,1,-10.5543727728831
"hsa-miR-515-3p",-1.46810108299997,0.593865814365019,-1.11198609715907,0.280552261417731,1,-10.5908185530422
"hsa-miR-23b",2.20107108099997,8.67213592817871,1.09605041659718,0.287284204124957,1,-10.6082143213101
"hsa-miR-1305",3.76879121099991,4.04447485794677,1.09042477869154,0.289688729518384,1,-10.6143028453574
"hsa-let-7c",1.91488801999998,9.76109466493536,1.08257220752948,0.293069600755066,1,-10.6227555205368
"hsa-miR-125a-5p",1.80897927899997,6.8715459161635,1.07462519223009,0.296520259521167,1,-10.6312551285988
"ebv-miR-BART5",-5.09283236899986,6.27503891853992,-1.07059651550742,0.298280754006368,1,-10.6355428599097
"hsa-miR-25",4.08031635299993,9.69007758545627,1.05254999779219,0.306259701584096,1,-10.6545751683742
"hsa-let-7i",1.76615443599999,10.3392544860456,1.04782745071175,0.308372785789086,1,-10.6595084003117
"hsa-miR-340",3.65590047099994,3.76882712226236,1.02944873944295,0.316695619469229,1,-10.6785194624155
"hsa-miR-30c",2.22170265199999,7.25951744857795,1.02238740514527,0.319935471298176,1,-10.6857441230741
"hsa-miR-516a-3p",-2.95727853799997,2.3960669021673,-1.02162633713171,0.320286058983594,1,-10.6865201476616
"hsa-miR-542-3p",6.63463728599985,6.60415550561217,1.01197023619871,0.324757798419454,1,-10.6963212063495
"hsa-miR-1179",-1.91325329199998,1.72723955156654,-0.991634210889538,0.334318906605913,1,-10.7166899317205
"hsa-miR-30d",1.90750431599999,6.5897814770076,0.964000732832543,0.347623413544854,1,-10.7437717435628
"hsa-miR-544",6.8260201939999,5.68032754174905,0.960615051522588,0.349278278726024,1,-10.7470423494407
"hsa-miR-96",3.91251244099992,7.33853075758175,0.94513277080472,0.356914734390176,1,-10.7618656843732
"hsa-let-7g",2.44973387499996,11.098499578076,0.934124864565722,0.362413108880484,1,-10.7722721876943
"hsa-miR-146a",1.51643459,9.81090155591255,0.920103071244864,0.369499745125565,1,-10.7853673153958
"hsa-miR-98",3.89082737499993,5.05550436003422,0.918447512717103,0.370342591372215,1,-10.7869015532135
"hsa-miR-106b",2.36757865499996,8.62326268301901,0.898363222801192,0.380670465073302,1,-10.8053129979191
"hsa-miR-126",1.82920858999998,10.9630538250722,0.897362270621821,0.381190153874152,1,-10.8062208396404
"hsa-miR-29c",3.14759253199996,7.74817060290114,0.892573642411113,0.383682909293788,1,-10.8105511939193
"hsa-miR-20a+hsa-miR-20b",5.06841838399994,9.56489266014068,0.883685801252026,0.388338136708886,1,-10.8185321472149
"hsa-miR-455-3p",2.65503611499994,3.08913832754753,0.881586717209403,0.389443005929255,1,-10.8204063459256
"hsa-miR-34a",1.81451078399999,8.0278628623384,0.875896262755066,0.392448633258418,1,-10.8254665530579
"hsa-miR-200a",1.41605314999999,9.11355945843726,0.873879562116061,0.393517478722275,1,-10.827252663276
"ebv-miR-BART8",2.33909117599997,9.03156513169962,0.863429837335547,0.399086356710168,1,-10.8364468581318
"mcv-miR-M1-5p",2.94681424599996,2.96761067519392,0.859816570631307,0.401023848923062,1,-10.8396022785156
"hsv1-miR-H8",3.48085535599991,4.72001621041825,0.856087306649893,0.403029949552548,1,-10.8428461977229
"ebv-miR-BART3",0.668244373999979,8.21274057674905,0.855930950051447,0.403114201320443,1,-10.8429819211034
"hsa-miR-181b+hsa-miR-181d",2.20529333499999,3.53971556842966,0.847780846801565,0.407521656328047,1,-10.8500248120887
"hsa-miR-205",1.57026918999997,13.7557418818707,0.840710068808117,0.411370554252797,1,-10.8560845347101
"hsa-miR-1",3.54972407399994,1.39066755927757,0.837871815832288,0.412922081789631,1,-10.8585037326898
"hsa-miR-135b",3.55811375599993,5.24132702280608,0.831710686547619,0.416302964606991,1,-10.8637291159027
"hsa-miR-30a",3.40769288899994,7.7245846533308,0.824527486897364,0.420266987501787,1,-10.8697761794821
"hsa-miR-518d-3p",0.774372254999989,0.125374897946768,0.82129636814896,0.422057879996349,1,-10.8724803693085
"hsa-miR-520e",3.97365219899992,3.21349324172624,0.807607044050903,0.429699019399048,1,-10.8838277252109
"hsa-miR-148a",3.10002724299995,8.13623203223194,0.805940596255596,0.430635115825609,1,-10.8851969579099
"hsa-miR-148b",3.41298590099994,5.72705214977186,0.762672533444193,0.455386456085452,1,-10.9198225709335
"hsa-miR-374a",2.93025052699998,4.70746764410266,0.76028638414083,0.45677629680141,1,-10.9216800411337
"hsa-miR-99b",1.38495960199998,5.42931613473384,0.750808323924585,0.462322355593846,1,-10.929004136179
"ebv-miR-BART10",1.78946565399999,9.78931035653232,0.748853245980177,0.463471411867719,1,-10.9305041625796
"hsa-miR-141",2.65437451599996,7.15736886445247,0.746570012089812,0.464815515649235,1,-10.9322513086963
"hsa-miR-423-3p",1.67685304899997,5.17895997842966,0.744454071306704,0.466063232047123,1,-10.9338659593548
"hsa-miR-15a",1.45380643099999,9.06188536435741,0.739515507061384,0.468983208105799,1,-10.9376177359407
"hsa-miR-451",2.92951037199995,9.46037416509886,0.724365458905489,0.478008969930336,1,-10.9489801708753
"hsa-miR-485-3p",4.18827792299995,2.13978328184791,0.722821544258219,0.478934517932418,1,-10.9501256344727
"hsa-miR-222",1.63837471599998,8.96527156627757,0.720336424188528,0.480426526298282,1,-10.9519645501318
"hsa-miR-29a",1.327646377,9.66099190629658,0.715355422240091,0.4834252551215,1,-10.9556323237634
"hsa-miR-30e",-2.18171055899993,8.62816794260076,-0.71359156513038,0.484489790598233,1,-10.9569253752621
"hsa-miR-22",2.48151390099996,8.01788708946008,0.710659735711158,0.48626227215413,1,-10.9590679649115
"hsa-miR-720",-0.88093259999998,16.6097544737643,-0.706108955289558,0.489021028143099,1,-10.9623771517701
"hsa-miR-335",2.51308836599996,3.8877956256616,0.704283465093898,0.490130232940841,1,-10.9636989349665
"hsa-miR-186",3.25833250699995,5.54449141396958,0.701180704174482,0.492018894247325,1,-10.9659381151608
"hsa-let-7e",2.79792655699996,7.21325487178327,0.688579398918702,0.499732687441642,1,-10.9749357710219
"hsa-miR-151-5p",3.16950338699994,7.16284302562738,0.676118320030291,0.507428610489343,1,-10.9836808897189
"hsa-miR-345",1.41500815399993,1.29884634519772,0.674024636064758,0.508728254242825,1,-10.9851353243303
"hsa-miR-221",2.11649749799996,6.735524431,0.668425571858502,0.512213117045696,1,-10.9890037729132
"hsa-miR-200c",1.41108074999997,10.094560201749,0.657026698170155,0.519349301463692,1,-10.9967843457246
"ebv-miR-BART18-5p",0.408296191999985,6.57317301270342,0.655276497179287,0.520449910221222,1,-10.9979676857075
"hsa-miR-362-3p",0.774372254999991,1.52011046972624,0.653943987349457,0.521288727871008,1,-10.9988665984474
"hsa-miR-19b",1.09312982799999,9.0922771993308,0.642670397580103,0.528415556268898,1,-11.0064018424891
"hsa-miR-708",3.22101087799992,6.60613325398859,0.638284995614755,0.531202345853074,1,-11.0092992036757
"hsa-miR-2117",-1.24085999999998,4.17634461534221,-0.608405531062906,0.55040279458814,1,-11.0285340654718
"hsa-miR-103",0.959447807999992,9.80718462655894,0.591612117494063,0.561354731020184,1,-11.038956092116
"hsa-miR-15b",2.91049048699993,9.23346975915589,0.577392500820469,0.570716718347164,1,-11.0475612372899
"ebv-miR-BART14",0.774372255000007,1.84505203108365,0.575931110550459,0.571683427805707,1,-11.0484341784135
"hsa-miR-331-3p",1.94117052799995,5.12489352153992,0.562550359770681,0.580573829318421,1,-11.056327711384
"hsa-miR-197",1.43853007399999,0.75807674518251,0.561030434514769,0.581588118786858,1,-11.0572130088884
"ebv-miR-BART6-5p",2.16240945699995,7.99456988474905,0.536492519723321,0.598086024131697,1,-11.0711846855954
"hsa-miR-107",1.90186542799997,4.61841602263118,0.525563585036836,0.605507520283942,1,-11.0772126822304
"hsa-miR-501-3p",0.774372254999987,0.276996844741445,0.522933685143982,0.607300057499032,1,-11.0786452733715
"hsa-miR-191",2.25569219399994,8.10257087391255,0.521311431667984,0.608407062844311,1,-11.0795254888349
"hsa-miR-374b",1.99435141699997,5.37147413034221,0.508040594090527,0.617499276769878,1,-11.0866263303357
"hsa-miR-26b",1.14993994300001,8.25006768417871,0.499212508497212,0.623583147653255,1,-11.0912513842357
"hsa-miR-128",1.72189593099994,3.10569182760076,0.486374173428676,0.632480484338975,1,-11.0978365641732
"hsa-miR-383",1.04550225399997,1.94979178336882,0.483541321090782,0.634451587496921,1,-11.0992671123274
"hsa-miR-490-3p",1.61991653799999,5.13065036563118,0.470510026707117,0.643554837116045,1,-11.1057427419524
"hsa-miR-373",0.774372254999975,0.300695290102662,0.465664291485513,0.646954861498617,1,-11.1081066913985
"hsa-miR-493",1.40665644499999,6.23938994990875,0.454677908595691,0.654693044445171,1,-11.1133777493904
"hsa-miR-429",1.91026599099995,3.47939341228517,0.450379802515188,0.657731426025735,1,-11.1154064199862
"hsa-miR-1206",1.54800557299998,2.66218918988593,0.448227527136265,0.659255205184889,1,-11.1164151950391
"hsa-miR-21",1.20997481999997,11.7797976924639,0.444574166865747,0.661845239880819,1,-11.1181167073094
"hsa-miR-1246",2.16603594999994,8.90803098020912,0.436132049763178,0.667847001706256,1,-11.1219963855162
"hsa-miR-1978",1.06461501999999,4.968259838327,0.417054515603241,0.68149438748743,1,-11.1304951987965
"hsa-miR-10a",1.18397399799999,5.77299880263498,0.405383646488691,0.689899735905692,1,-11.1355105674143
"hsa-miR-500+hsa-miR-501-5p",-0.721414982999995,1.64680694467681,-0.396042680998628,0.696657159698075,1,-11.1394239550407
"hsa-miR-320a",1.41913853399997,6.03460185734601,0.39264920505371,0.699118574370942,1,-11.1408234434242
"hsa-miR-193b",1.69634436599996,5.66584645054753,0.386794750769984,0.703373083672755,1,-11.1432100109612
"hsa-miR-24",0.628947489999988,10.5933499503802,0.381418151584526,0.70728922116116,1,-11.1453707090389
"hsa-miR-142-3p",1.48774276000001,8.93179612029278,0.369738680028243,0.71582501452113,1,-11.1499617450146
"hsa-miR-548g",0.623541896999994,8.05554580014068,0.366798263397778,0.717980115153751,1,-11.1510954217085
"hsa-miR-150",0.966948510000007,10.9120554223612,0.365071983609628,0.719246481737184,1,-11.1517568328684
"hsa-miR-132",1.32517126499997,6.94238345403422,0.354727189277684,0.726852626236464,1,-11.155655912905
"ebv-miR-BART9",-1.73849045500001,8.97098218972243,-0.353465278815741,0.727782481506263,1,-11.1561239789608
"hsa-miR-526a+hsa-miR-518d-5p+hsa-miR-520c-5p",1.10539976499998,2.69664169190494,0.347088123893454,0.732488191464741,1,-11.1584642101474
"hsa-miR-378",1.22827322099994,5.33321677960836,0.324268404286665,0.749415164792554,1,-11.1664936933897
"hsa-miR-1274b",-0.421830789999991,14.1114601462548,-0.316210865093833,0.755423920790115,1,-11.1691999774174
"hsa-miR-216a",1.28688126900005,3.99978745005703,0.312299593738287,0.758346496544283,1,-11.170489373409
"hsa-miR-1266",0.774372254999975,1.39630737219011,0.309909861551292,0.760133996524183,1,-11.1712693620971
"hsa-miR-200b",0.636957174999997,9.44606162825855,0.304894875943155,0.763889670587867,1,-11.1728869331145
"hsa-miR-1274a",-0.390600939999991,13.2042333642357,-0.304819673255685,0.763946035268203,1,-11.1729109907728
"hsa-miR-16",1.76084569999997,11.4349228713308,0.292234271863996,0.773397704339336,1,-11.1768543235066
"hsa-miR-603",-1.3607507539999,5.50079338046388,-0.280348904758999,0.782357238889538,1,-11.1804270785158
"hsa-miR-223",-1.29019921699998,8.16943476674525,-0.268198080813908,0.791549339214152,1,-11.1839275852141
"hsa-miR-32",0.774372254999958,2.09771926792395,0.262662273391028,0.795747709771173,1,-11.1854713681061
"hsa-miR-1979",0.327130401999996,8.7922718686654,0.258835652811101,0.798653588387902,1,-11.1865198268045
"hsa-miR-449a",1.49776642399997,3.35671280447148,0.253790796377661,0.802489194940375,1,-11.1878787264233
"hsa-miR-633",0.774372254999983,0.520246619026616,0.243387105301523,0.810415327182424,1,-11.1905972221038
"hsa-miR-548i",0.761507127999981,5.44632365286692,0.240500565017569,0.812618240153948,1,-11.1913314473649
"hsa-miR-630",-0.862052524999998,9.24084699019392,-0.220966971904648,0.827566995379122,1,-11.1960711785534
"hsa-miR-1975",0.416240689999986,9.30636695119011,0.215480278845361,0.831778357711297,1,-11.1973307069465
"hsa-miR-1973",0.588238449999969,4.9152334819924,0.201240004783608,0.84273275312517,1,-11.2004526659623
"kshv-miR-K12-6-5p",-0.332013697999981,8.38149275264259,-0.188878912814172,0.852268483049284,1,-11.2029903965962
"hsa-miR-1308",0.996640001999946,9.597032008673,0.171109322492915,0.866017228742667,1,-11.2063577630925
"hsa-miR-155",0.462219831000008,8.78228609497338,0.132981818423911,0.895660422302768,1,-11.2124640915657
"kshv-miR-K12-4-5p",-0.421207929999973,3.77797723998479,-0.12322977980775,0.903269667162337,1,-11.2137805264832
"hsa-miR-93",0.476785562,7.21746314836502,0.121151801605069,0.904892327472313,1,-11.2140481044368
"hsa-miR-142-5p",-0.198553217999982,8.1008339376692,-0.109776437052357,0.913782607517283,1,-11.2154323732598
"hsa-miR-140-5p",0.348118364000032,5.2187891908251,0.105433196513667,0.917180168949477,1,-11.2159249749879
"hsa-miR-29b",0.472228971000003,5.43474256722053,0.103611155255259,0.918605978778565,1,-11.2161257143781
"hsa-miR-1260",0.109441379999998,13.7772373120228,0.0989581070776381,0.922248424704892,1,-11.2166224928423
"kshv-miR-K12-9",0.322091092000021,3.43691917237643,0.0940020291192387,0.926130027871306,1,-11.217126550168
"hsa-miR-101",0.307166817000014,6.35944444501521,0.0851685787967435,0.933053055011127,1,-11.2179608102881
"hsa-miR-27a",0.312215037000001,7.81244591411027,0.0839716830954288,0.933991531439023,1,-11.2180675261173
"hsa-miR-494",-0.348189050000002,13.1506799185513,-0.0771714708370364,0.93932536987008,1,-11.2186451900849
"hsa-miR-27b",0.476833399999975,11.473194186327,0.075090587623411,0.940958140573601,1,-11.218812221102
"hsa-miR-137",-0.188747067999978,2.30657159788593,-0.0648141632352544,0.949025367217709,1,-11.2195701929013
"hsa-miR-425",0.242939816999985,4.67835297463498,0.0627759502684816,0.950626112655246,1,-11.2197073016908
"hsa-miR-301a",-0.125199092999997,3.89447875441445,-0.0388698485240232,0.96941543608819,1,-11.2209885368621
"hsa-miR-651",0.120594771999996,4.5197321634943,0.0375229806454574,0.970474679098844,1,-11.2210427916815
"hcmv-miR-UL112",0.0265768050000426,4.02594938515589,0.00710154055274067,0.994410750560776,1,-11.2217586571519
"hsa-miR-1974",-0.0295710090000659,5.02541547493916,-0.005642838663905,0.995558803661251,1,-11.221768460618
"bkv-miR-B1-3p+jcv-miR-J1-3p",0,0,0,1,1,-11.2217852521486
"bkv-miR-B1-5p",0,0,0,1,1,-11.2217852521486
"ebv-miR-BART11-3p",-8.03186480754846e-15,0.269660970304183,-1.21676296379009e-11,0.999999999990423,1,-11.2217852521486
"ebv-miR-BART13",2.5460699877785e-15,0.897252255235741,3.06135145386427e-15,0.999999999999998,1,-11.2217852521486
"ebv-miR-BART18-3p",8.2263575293545e-16,1.72450386922814,1.26376391056666e-14,0.99999999999999,1,-11.2217852521486
"ebv-miR-BART19-5p",1.94135821663521e-14,1.92825606989354,1.03438430146247e-14,0.999999999999992,1,-11.2217852521486
"ebv-miR-BART2-3p",4.21803922903281e-15,0.824842485114068,1.93479124088787e-14,0.999999999999985,1,-11.2217852521486
"ebv-miR-BART2-5p",2.74022623523751e-15,0.71817424634981,4.15122250602304e-12,0.999999999996733,1,-11.2217852521486
"ebv-miR-BART20-3p",1.48848006399465e-15,0.349904509098859,2.25492766325757e-12,0.999999999998225,1,-11.2217852521486
"ebv-miR-BART20-5p",3.23619649493047e-15,0.840904025604563,4.90257758681149e-12,0.999999999996141,1,-11.2217852521486
"ebv-miR-BART21-5p",-1.05558618189461e-15,0.779831300779468,-5.30056974165512e-15,0.999999999999996,1,-11.2217852521486
"ebv-miR-BHRF1-2",1.75572940443631e-17,0.0527000699239544,2.65978893437998e-14,0.999999999999979,1,-11.2217852521486
"hcmv-miR-UL148D",0,0,0,1,1,-11.2217852521486
"hcmv-miR-UL36",1.70487009773616e-17,0.00974133268821293,2.58274117244725e-14,0.99999999999998,1,-11.2217852521486
"hcmv-miR-UL70-3p",4.13807477635882e-16,0.170159047775665,1.06418726717e-15,0.999999999999999,1,-11.2217852521486
"hcmv-miR-UL70-5p",0,0,0,1,1,-11.2217852521486
"hcmv-miR-US25-1",0,0,0,1,1,-11.2217852521486
"hcmv-miR-US25-2-3p",0,0,0,1,1,-11.2217852521486
"hcmv-miR-US25-2-5p",0,0,0,1,1,-11.2217852521486
"hcmv-miR-US33-3p",-3.00894674105104e-15,0.836347557019011,-1.87652637327966e-15,0.999999999999998,1,-11.2217852521486
"hcmv-miR-US33-5p",0,0,0,1,1,-11.2217852521486
"hcmv-miR-US4",0,0,0,1,1,-11.2217852521486
"hcmv-miR-US5-1",0,0,0,1,1,-11.2217852521486
"hiv1-miR-H1",4.06762261842564e-17,0.0106771390798479,6.16212133964672e-14,0.999999999999951,1,-11.2217852521486
"hiv1-miR-N367",-2.68456068413108e-14,1.20768852952471,-1.33697711106386e-14,0.999999999999989,1,-11.2217852521486
"hiv1-miR-TAR-3p",0,0,0,1,1,-11.2217852521486
"hsa-miR-105",2.41935026207154e-15,0.0381977203840304,3.45575005341925e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-1178",-1.60211550695372e-16,0.0796241443231939,-2.42707622611252e-13,0.999999999999809,1,-11.2217852521486
"hsa-miR-1181",-3.50754683872783e-17,0.00572501141825095,-5.3136515484076e-14,0.999999999999958,1,-11.2217852521486
"hsa-miR-1182",0,0,0,1,1,-11.2217852521486
"hsa-miR-1183",0,0,0,1,1,-11.2217852521486
"hsa-miR-1185",-3.091648785433e-17,0.0131761329315589,-4.68359942466424e-14,0.999999999999963,1,-11.2217852521486
"hsa-miR-1197",0,0,0,1,1,-11.2217852521486
"hsa-miR-1200",0,0,0,1,1,-11.2217852521486
"hsa-miR-1201",-3.3641140613536e-15,0.0156583153155894,-7.34955215545974e-15,0.999999999999994,1,-11.2217852521486
"hsa-miR-1203",2.65491473647764e-15,0.0946676177376426,3.79222549386062e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-1204",0,0,0,1,1,-11.2217852521486
"hsa-miR-122",2.52589796276626e-15,0.11839784995057,3.01636221066698e-15,0.999999999999998,1,-11.2217852521486
"hsa-miR-1225-3p",-3.69896633939779e-17,0.0293504559543726,-5.60363670695198e-14,0.999999999999956,1,-11.2217852521486
"hsa-miR-1226",-1.32531562163742e-14,0.288792713558935,-9.34025222723719e-15,0.999999999999993,1,-11.2217852521486
"hsa-miR-1227",0,0,0,1,1,-11.2217852521486
"hsa-miR-1228",0,0,0,1,1,-11.2217852521486
"hsa-miR-1231",0,0,0,1,1,-11.2217852521486
"hsa-miR-1233",0,0,0,1,1,-11.2217852521486
"hsa-miR-1236",2.8830211651019e-17,0.00854666368060836,4.36754534790242e-14,0.999999999999966,1,-11.2217852521486
"hsa-miR-124",-9.51613873505496e-15,0.231506601365019,-1.03177476927247e-14,0.999999999999992,1,-11.2217852521486
"hsa-miR-1243",9.85867203874334e-16,0.0346787410456274,2.68889189964096e-15,0.999999999999998,1,-11.2217852521486
"hsa-miR-1244",2.29502878634514e-16,0.179083718148289,4.24525032553866e-16,1,1,-11.2217852521486
"hsa-miR-1245",8.87992413588816e-16,0.00944762582509506,3.89792561243266e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-1248",7.10499859528833e-17,0.156712383498099,1.07635018213985e-13,0.999999999999915,1,-11.2217852521486
"hsa-miR-1250",0,0,0,1,1,-11.2217852521486
"hsa-miR-1251",-4.19431183091256e-17,0.0107776581064639,-6.354045314165e-14,0.99999999999995,1,-11.2217852521486
"hsa-miR-1252",0,0,0,1,1,-11.2217852521486
"hsa-miR-1254",6.80638651338132e-15,0.0879503392737643,2.98772691214795e-14,0.999999999999976,1,-11.2217852521486
"hsa-miR-1255a",0,0,0,1,1,-11.2217852521486
"hsa-miR-1256",0,0,0,1,1,-11.2217852521486
"hsa-miR-1257",8.63760545395475e-18,0.0115288818060837,1.30852780319784e-14,0.99999999999999,1,-11.2217852521486
"hsa-miR-1258",0,0,0,1,1,-11.2217852521486
"hsa-miR-1259",0,0,0,1,1,-11.2217852521486
"hsa-miR-125a-3p",-1.20680967142139e-14,0.35925308278327,-5.12913913966104e-15,0.999999999999996,1,-11.2217852521486
"hsa-miR-1262",-6.31576943319301e-17,0.0538049136653992,-9.56788307358524e-14,0.999999999999925,1,-11.2217852521486
"hsa-miR-1263",8.36006141093624e-16,0.00370383292775665,3.66972701529043e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-1268",9.17460421515261e-16,0.027460004539924,4.02727818469126e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-1269",0,0,0,1,1,-11.2217852521486
"hsa-miR-127-5p",0,0,0,1,1,-11.2217852521486
"hsa-miR-1271",-3.23101734349899e-17,0.0170341743688213,-4.89473158865704e-14,0.999999999999961,1,-11.2217852521486
"hsa-miR-1272",-1.09997192007473e-17,0.00427494160456274,-1.66636905080642e-14,0.999999999999987,1,-11.2217852521486
"hsa-miR-1276",7.62424540473073e-16,0.0260044131863118,3.34673370895859e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-1277",0,0,0,1,1,-11.2217852521486
"hsa-miR-1278",0,0,0,1,1,-11.2217852521486
"hsa-miR-1279",-5.23506706511105e-16,0.143255097596958,-7.93070584529505e-13,0.999999999999376,1,-11.2217852521486
"hsa-miR-1280",0,0,0,1,1,-11.2217852521486
"hsa-miR-1281",0,0,0,1,1,-11.2217852521486
"hsa-miR-1284",0,0,0,1,1,-11.2217852521486
"hsa-miR-1286",-1.24290166305274e-17,0.00585021342965779,-1.8828961237176e-14,0.999999999999985,1,-11.2217852521486
"hsa-miR-1287",3.76735756819533e-19,0.000868091908745247,5.70724392176806e-16,1,1,-11.2217852521486
"hsa-miR-1288",0,0,0,1,1,-11.2217852521486
"hsa-miR-1289",3.63527596353729e-17,0.0219663044410646,5.50715090651359e-14,0.999999999999957,1,-11.2217852521486
"hsa-miR-129-5p",-2.04560085431127e-17,0.00613547075285171,-3.09892088308573e-14,0.999999999999976,1,-11.2217852521486
"hsa-miR-1291",0,0,0,1,1,-11.2217852521486
"hsa-miR-1292",0,0,0,1,1,-11.2217852521486
"hsa-miR-1293",0,0,0,1,1,-11.2217852521486
"hsa-miR-1294",-3.12486339015414e-18,0.0182614695475285,-4.73391688125742e-15,0.999999999999996,1,-11.2217852521486
"hsa-miR-1296",0,0,0,1,1,-11.2217852521486
"hsa-miR-1298",0,0,0,1,1,-11.2217852521486
"hsa-miR-1301",0,0,0,1,1,-11.2217852521486
"hsa-miR-1302",5.34217925004537e-17,0.010492299756654,8.09297219653671e-14,0.999999999999936,1,-11.2217852521486
"hsa-miR-1306",0,0,0,1,1,-11.2217852521486
"hsa-miR-1307",-1.55558190491248e-15,0.0914586013954373,-6.82837201828034e-15,0.999999999999995,1,-11.2217852521486
"hsa-miR-1321",0,0,0,1,1,-11.2217852521486
"hsa-miR-1322",0,0,0,1,1,-11.2217852521486
"hsa-miR-1323",0,0,0,1,1,-11.2217852521486
"hsa-miR-133a",-1.45027402148931e-14,0.260002916296578,-4.39611173388607e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-133b",1.79606010696968e-15,0.0464874986045627,3.86483812784227e-15,0.999999999999997,1,-11.2217852521486
"hsa-miR-134",-1.54169269002396e-14,0.416700533247148,-8.60113616997605e-15,0.999999999999993,1,-11.2217852521486
"hsa-miR-135a",1.06114383098609e-15,0.762550847920152,4.37483905576863e-16,1,1,-11.2217852521486
